Rank,HS6_Code,Short_Name_ENG,ESRI_Score
576,141942,Felt hats and other felt ,70481.3395497286
577,103930,Vegetable by-products and,70355.25427323647
578,281199,Sub-contracted operations,70287.052819872
579,289230,Pile-drivers and pile-ext,70269.76034063198
580,204143,"Polishes, creams and simi",70182.62813469858
581,252912,Containers for compressed,70110.40932412104
582,282513,Refrigerated show-cases a,69643.39302240343
583,245113,Grey iron castings for la,69058.28352352012
584,172999,Sub-contracted operations,68677.78530601243
585,325041,Contact lenses,68575.09155598292
586,383231,Secondary raw material of,68332.62365788729
587,103923,Prepared or preserved gro,68327.1958403092
588,274021,Portable electric lamps w,68047.74492347526
589,275123,Electric hair dryers,68047.74492347526
590,310312,Mattresses of cellular ru,67866.0422512834
591,241031,Flat-rolled products of i,67708.68981853133
592,283052,Hay-making machinery,67386.60391964813
593,274022,"Electric table, desk, bed",67272.48644031622
594,243210,Cold-rolled narrow strip ,67019.98977275647
595,264034,"Monitors and projectors, ",66498.20984908984
596,201651,"Polypropylene, in primary",66409.58079260225
597,108313,Tea in immediate packings,66324.71303523926
598,204141,Preparations for perfumin,66231.02586567156
599,201535,Mixtures of ammonium nitr,66192.64736957182
600,172312,Envelopes of paper or pap,65784.20832640768
601,120019,Smoking tobacco (excludin,65682.79620283766
602,325030,"Dentists’, barbers’ or si",65166.93338947269
603,261220,Network communications eq,65088.475430758066
604,171234,Recycled fluting and othe,64908.36159034296
605,171235,Uncoated testliner (recyc,64908.36159034296
606,162320,Prefabricated buildings o,64602.73510521666
607,202019,Rodenticides and other pl,64334.48225923246
608,104129,"Other vegetable oils, cru",64211.43493286618
609,331610,Repair and maintenance of,63602.3353350871
610,139411,"Twine, cordage, rope or c",63526.05575145466
611,281313,Positive displacement pum,63300.080683801774
612,141430,"T-shirts, singlets and ve",63009.81168606116
613,241032,Flat-rolled products of i,62903.30790373755
614,281321,Rotary piston vacuum pump,62810.20182721862
615,279070,"Electrical signalling, sa",62781.70204193564
616,324020,Toy trains and their acce,62767.324773314904
617,251299,Sub-contracted operations,62738.50730640992
618,108913,Bakers’ yeast,62422.75451993826
619,141313,Women’s or girls’ overcoa,62149.11697753889
620,106124,Mixes and doughs for the ,61944.46312083774
621,281521,Iron or steel roller chai,61613.13674199503
622,274099,Sub-contracted operations,61481.56970282008
623,281412,"Mixing valves for sinks, ",61131.66343900696
624,265224,Time-registers and time-r,60969.52143002086
625,152040,Leather uppers and parts ,60931.16880903081
626,360030,Trade services of water t,60170.32618903178
627,222299,Sub-contracted operations,60079.840181820015
628,289452,Parts for household or la,60063.09572500699
629,141923,Handkerchiefs,59963.93506788362
630,283051,Motor mowers (excluding f,59888.333427539714
631,81130,Chalk,59671.77401802998
632,282211,Pulley tackle and hoists ,59188.43579121012
633,265164,"Revolution, production an",59125.40969587781
634,221971,Sheath contraceptives,59062.414516655954
635,332070,Installation of industria,58941.30527679628
636,241051,"Tinplate, other tinned sh",58887.739969514885
637,257211,Base metal padlocks,58873.73523472855
638,91011,Drilling services to petr,58449.29709342841
639,205957,Prepared binders for foun,58269.074767153936
640,259211,Cans used for preserving ,58161.69017980128
641,310999,Sub-contracted operations,57995.561417205994
642,234412,Ceramic wares for laborat,57357.097713827
643,289940,Parts of printing and boo,57238.09798281321
644,201531,Urea containing > 45 % by,57089.85000374901
645,245130,"Tube or pipe fittings, of",57077.01728537866
646,383112,Dismantling services of u,56711.43569001257
647,108120,"Beet-pulp, bagasse and ot",56598.06136398556
648,221115,Solid or cushion rubber t,56393.83528134233
649,293199,Sub-contracted operations,55995.535926961675
650,108513,Prepared meals and dishes,55944.53635849309
651,283040,Electric mowers for lawns,55774.536942607396
652,264052,Parts of radio receivers ,55531.43623794744
653,104156,"Refined rape, colza or mu",55496.75540764523
654,252999,Sub-contracted operations,55417.585393682115
655,222925,Office or school supplies,54721.16975284207
656,273212,Insulated coaxial cables ,54358.498353311545
657,201571,Mineral or chemical ferti,54276.982163016124
658,143910,"Men’s or boys’ jerseys, p",54249.88946449729
659,205999,Sub-contracted operations,54088.32199746114
660,329954,"Candles, tapers and the l",53828.997786238295
661,120011,"Cigars, cheroots and ciga",53534.97103495722
662,252111,Radiators for central hea,53324.60052717105
663,271121,Universal AC/DC motors of,53179.02802437765
664,212023,Blood-grouping reagents,52884.27424166078
665,132031,Woven fabrics of man-made,52830.92069049232
666,108114,Cane molasses,52680.2818194164
667,289227,Bulldozer or angledozer b,52455.45380489642
668,245112,Parts of land vehicles (n,52388.732615652276
669,141413,Women’s or girls’ blouses,51949.03276650481
670,293122,Starter motors and dual-p,51945.98956564232
671,279032,Parts of machines and app,51945.55522318258
672,244423,"Copper wire, refined (tra",51613.381727080196
673,289262,Parts of machinery of HS ,51611.67887451557
674,271122,Single-phase AC motors of,51604.46750431662
675,110410,Vermouth and other wine o,51602.95135963876
676,283031,Ploughs,51073.72945388466
677,141922,Other men’s or boys’ appa,51008.07628354402
678,201510,Nitric acid; sulphonitric,50838.609105890944
679,139212,Bed linen of knitted or c,50780.85837850082
680,271232,"Boards, cabinets and simi",50625.371429050836
681,108221,Chocolate and other food ,50550.534923899984
682,141312,Men’s or boys’ jackets an,50391.098017943965
683,289451,Parts and accessories of ,50270.335742498966
684,201610,Linear polyethylene havin,50037.77504101647
685,192029,Motor oil,49705.73510521659
686,201533,Ammonium nitrate (excludi,49626.32472979471
687,201536,Mixtures of urea and ammo,49626.32472979471
688,201419,Fluorinated; brominated o,49366.47320074184
689,161039,"Other wood in the rough, ",49318.580209536594
690,273299,Sub-contracted operations,48767.87977679921
691,139214,Toilet linen and kitchen ,48673.89369958802
692,245210,Steel castings for land v,48616.1696270006
693,241064,"Hot-rolled round bars, of",48292.44598384724
694,101142,Raw hides and skins of bo,48185.35178729014
695,103914,Cut and packaged vegetabl,47876.020774334225
696,310991,Finishing services of new,47850.39861291211
697,204199,Sub-contracted operations,47556.9644219864
698,289951,Parts and accessories of ,46791.68243530574
699,283070,Self-loading or unloading,46684.14951752896
700,161091,Treatment; impregnation a,46576.112650688665
701,103214,Pineapple juice,46573.83972249853
702,275211,Iron or steel gas domesti,46322.06097440118
703,241062,Hot-rolled concrete reinf,46274.43170922643
704,331225,Repair and maintenance of,46244.517726086066
705,139215,Curtains and interior bli,46227.65807815913
706,139912,Embroidery (without visib,46044.25427480956
707,264031,"Turntables, record-player",45614.34832192983
708,273211,Winding wire for electric,45614.34832192983
709,273312,Lamp-holders for a voltag,45614.34832192983
710,274023,Non-electrical lamps and ,45614.34832192983
711,231924,Glass parts for lamps and,45614.34832192982
712,274013,Filament lamps of a power,45614.348321929814
713,332012,Installation services of ,45508.00845182975
714,162124,Veneer sheets and sheets ,45483.89500938831
715,292040,"Reconditioning, assembly,",45390.39514283274
716,132046,Woven fabrics of glass fi,45366.79975838432
717,282213,Built-in jacking systems ,45205.101335964835
718,108512,Prepared meals and dishes,45093.48190687624
719,110310,Fermented beverages and m,45054.03945550482
720,201423,Ethylene glycol (ethanedi,44966.10276216849
721,289240,"Sorting, screening, separ",44533.926608713205
722,241074,Sheet piling (of steel),44483.8200183414
723,302099,Sub-contracted operations,44463.38490824846
724,237012,"Natural stone setts, kerb",44119.53163786383
725,141919,"Shawls, scarves, mufflers",44101.66638579549
726,271123,Multi-phase AC motors of ,43867.134175352774
727,139211,Blankets and travelling r,43748.988677411115
728,303050,Seats for aircraft; parts,43689.03410619243
729,232013,"Refractory cements, morta",43479.8778917983
730,265145,Instruments and apparatus,43448.67336370656
731,139599,Sub-contracted operations,43305.85456288169
732,243330,"Structures, solely or pri",43301.2829865963
733,152014,Slippers and other indoor,43244.60091203626
734,283053,"Straw or fodder balers, i",42914.399771702556
735,181110,"Printed newspapers, journ",42789.00790074882
736,161023,"Wood, incl. strips and fr",42718.834509514396
737,162113,Oriented strand board (OS,42523.55887625643
738,139213,Table linen of knitted or,42483.858640670616
739,204211,Perfumes,42424.840552003734
740,282943,Automatic goods-vending m,42410.678187630736
741,204299,Sub-contracted operations,42293.390402802914
742,241035,"Flat-rolled products, of ",42055.05162752389
743,289511,Machinery for making pulp,42011.77329968474
744,201325,Sodium hydroxide (caustic,41946.771793781445
745,284112,Horizontal machining cent,41794.756539170034
746,282599,Sub-contracted operations,41724.426409726315
747,141314,Women’s or girls’ jackets,41644.08244086373
748,283083,Machinery for preparing a,41397.99638153254
749,141421,Men’s or boys’ shirts (ex,41320.78739655439
750,273111,Optical fibre cables made,41170.85519313786
751,282113,Electric bakery and biscu,41105.94930265457
752,271299,Sub-contracted operations,40810.23673093146
753,201224,Pigments and preparations,40799.896104209336
754,281525,Flywheels and pulleys (in,40628.74521133767
755,329959,Articles of gut (excludin,40318.87019659064
756,281215,Reciprocating positive di,40245.381024989525
757,241021,Flat semi-finished produc,40245.381024989525
758,206014,Polypropylene monofilamen,40169.354585166155
759,265112,Theodolites and tachymetr,40129.4728373745
760,241061,Ribbed or other deformed ,39865.89638525535
761,244426,Copper tubes and pipes,39751.8693870103
762,201453,Phosphoric esters; and th,39501.518368926416
763,241042,"Cold-rolled sheet, plate ",39485.01413829247
764,259911,Stainless steel sinks and,39403.88639815935
765,81112,"Quartzite (crude, roughly",39269.6460256895
766,139615,Tyre cord fabrics of high,39242.86781923499
767,236911,Articles of plaster or co,39238.71824245569
768,221999,Sub-contracted operations,39066.74151264628
769,152099,Sub-contracted operations,39065.23182625905
770,310311,Mattress supports (includ,39031.50753711927
771,282512,Window or wall air condit,38921.60445185277
772,310111,Metal furniture for offic,38880.81515299441
773,141323,Men’s or boys’ jackets an,38865.26937159473
774,257320,Hand saws (excluding hand,38018.61205320373
775,141311,"Men’s or boys’ overcoats,",37369.16688994794
776,108999,Sub-contracted operations,36549.86418923205
777,204120,Anionic organic surface-a,36510.50146159657
778,331213,Repair and maintenance se,36467.14943992669
779,108912,"Egg products, fresh, drie",36418.16312204372
780,291030,Motor vehicles for the tr,36005.20276106737
781,283054,Potato-diggers and potato,35975.465497144716
782,284121,Numerically controlled ho,35975.465497144716
783,234411,Ceramic wares for laborat,35854.565954316364
784,309210,Bicycles and other cycles,35785.205328234
785,192042,Petroleum coke; petroleum,35701.58737044227
786,231112,"Non-wired sheets, of floa",35636.40777941664
787,110220,Wine lees; argol,35500.154900399066
788,284999,Sub-contracted operations,35385.45319456512
789,235220,Plasters consisting of ca,35241.895336576206
790,261299,Sub-contracted operations,34950.45002807841
791,282960,Cooling towers and simila,34756.44029581142
792,281212,Rotating hydraulic and pn,34752.924510306184
793,284122,Numerically controlled kn,34705.95498859303
794,103991,Cooking and other prepara,33503.05286653831
795,231211,"Optical glass of HS 7003,",33493.056470848576
796,201321,Chlorine,33443.773385152075
797,255020,Products of steel powder ,33386.31719555927
798,329916,Slates and boards with wr,33331.36431638441
799,284912,Multi-purpose machines wh,33276.45898484713
800,279082,Parts of electrical resis,33274.57435371214
801,101199,Sub-contracted operations,33046.70451419675
802,162118,"Other plywood, veneered p",33026.14748151835
803,108314,"Extracts, essences and co",33003.69197094531
804,243399,Sub-contracted operations,32876.75916244094
805,244424,Copper and copper alloy p,32831.198288975065
806,283099,Sub-contracted operations,32823.69420830231
807,108113,Refined cane or beet suga,32787.360650202034
808,171111,"Chemical wood pulp, disso",32710.70120089496
809,108916,Perishable foods includin,32528.51915124101
810,244299,Sub-contracted operations,32509.389579589777
811,205942,Anti-knock preparations,32463.57245402984
812,243130,Cold-drawn bars and solid,32417.639363955102
813,259925,"Base metal hooks, eyes, e",32400.647252644143
814,139412,Made-up fishing nets from,32312.01511199108
815,202099,Sub-contracted operations,32264.012728343318
816,241034,Hot-rolled flat products ,31743.565907125812
817,282212,Winches and capstans (exc,31743.565907125812
818,231923,"Laboratory, hygienic or p",31718.480885987083
819,281132,Parts for hydraulic turbi,31678.62787200453
820,108213,"Cocoa powder, not contain",31568.57820918108
821,239112,Natural or artificial abr,31328.84433878421
822,204144,Scouring pastes and powde,31176.33396918245
823,172399,Sub-contracted operations,31138.94524112017
824,205955,"Finishing agents, etc., w",31099.05777592977
825,141411,"Men's or boys' shirts, kn",30998.58529300883
826,302032,Rail/tramway passenger co,30926.438457476863
827,141412,Men’s or boys’ underpants,30778.790527386
828,244413,Unwrought unalloyed refin,30568.143523803195
829,253013,Parts of vapour generatin,30492.663730015473
830,131085,Sewing thread of man-made,30379.3807664901
831,81222,Bentonite,30250.899197812898
832,106111,Husked (brown) rice,30205.86754500537
833,265144,Instruments and apparatus,30145.81239077351
834,245410,Non-ferrous cast parts fo,30088.2588077252
835,171214,"Graphic paper, paperboard",30020.988169850385
836,273214,Insulated electric conduc,29999.174133174907
837,141414,Women’s or girls’ briefs ,29727.950204518653
838,239915,Artificial corundum (excl,29713.175670538578
839,234999,Sub-contracted operations,29707.72122332621
840,289312,Dairy machinery (includin,29435.56917848048
841,141221,Women’s or girls’ ensembl,29300.40246366194
842,323099,Sub-contracted operations,29233.42490434738
843,234111,Porcelain or china tablew,28847.06392328703
844,171260,"Vegetable parchment, grea",28826.832332456477
845,162399,Sub-contracted operations,28719.512847106256
846,274024,"Illuminated signs, illumi",28642.799403406447
847,201412,Cyclohexane,28626.739562103056
848,282299,Sub-contracted operations,28476.38418098946
849,235210,Quicklime,28366.132796864043
850,106112,Semi-milled or wholly mil,28366.08045204363
851,151211,Saddlery and harness for ,28365.936873709135
852,282911,Producer gas or water gas,28186.24926526917
853,289212,Self-propelled coal or ro,28110.718424401522
854,232012,Refractory ceramic constr,28109.0295024909
855,279031,Electric soldering irons ,28082.023654531524
856,151213,"Watch straps, bands, brac",27830.35280241153
857,103111,"Frozen potatoes, uncooked",27703.08752486026
858,291044,Chassis fitted with engin,27647.332333242986
859,131081,Multiple or cabled synthe,27580.891610094815
860,281299,Sub-contracted operations,27120.891246727482
861,233110,Ceramic tiles and flags,27107.671525372032
862,324031,Wheeled toys designed to ,26966.888806975403
863,236210,"Boards, sheets, panels, t",26868.719217202943
864,267011,"Mounted objective lenses,",26757.294655249345
865,262017,"Monitors and projectors, ",26757.294655249345
866,151299,Sub-contracted operations,26694.37804464332
867,234310,Electrical insulators of ,26682.610422507616
868,101399,Sub-contracted operations,26429.73861252407
869,275214,Non-electric instantaneou,26423.239929927262
870,205930,Inks (excluding printing ,26410.830802433564
871,310299,Sub-contracted operations,26263.114281384762
872,329911,"Protective gloves, mitten",26205.76744805501
873,211060,Extracts of glands or oth,26052.188457083605
874,231991,Finishing services of oth,26039.668912587884
875,120099,Sub-contracted operations,26022.752895009908
876,201461,Methanal (formaldehyde),25983.852297210346
877,275125,Electric instantaneous wa,25943.277009125082
878,281526,Clutches and shaft coupli,25926.19071069513
879,203024,Black printing inks,25705.131589834335
880,101313,"Meat salted, in brine, dr",25548.64749646203
881,259921,Armoured or reinforced sa,25482.99311699432
882,152031,Footwear (including water,25454.831965418765
883,235111,Cement clinker,25343.166354072906
884,282520,Fans of a kind used solel,25164.112396908287
885,268013,"Other recording media, in",25082.252656697583
886,104210,Margarine and reduced and,25001.298242256435
887,201574,Other mineral or chemical,24790.041158035427
888,301150,Other floating structures,24529.71108207437
889,141999,Sub-contracted operations,24426.914710923746
890,104157,Refined palm oil and its ,24425.127703953673
891,242099,Sub-contracted operations,24158.924124392237
892,257310,Spades and shovels,23998.10553330318
893,231313,Table or kitchen glasswar,23956.617156076496
894,304010,Motorised tanks and other,23752.28802654838
895,282114,Parts for furnace burners,23678.412824612107
896,292099,Sub-contracted operations,23482.41840568258
897,253011,Watertube boilers (exclud,23440.129163190733
898,108421,"Pepper (piper spp.), proc",23427.436725583204
899,231299,Sub-contracted operations,23392.928091021167
900,309230,"Frames and forks, for bic",23353.389179518672
901,212099,Sub-contracted operations,23312.737744217724
902,201579,Fertilisers in tablets or,23277.72064917435
903,222910,Plastic articles of appar,23228.634896057567
904,284923,Dividing heads and other ,23195.65945717223
905,141425,Brassieres,22753.26997720695
906,202016,Goods of heading 3808 con,22743.384670198273
907,222980,Plastic is connected to t,22598.44131303022
908,201657,"Silicones, in primary for",22525.772996092106
909,325099,Sub-contracted operations,22423.84457893173
910,324099,Sub-contracted operations,22331.95409774004
911,105122,Whole milk powder or full,22274.61104856905
912,331228,Repair and maintenance se,22268.71474406199
913,141422,Men’s or boys’ underpants,22255.108675670286
914,282514,Machinery and apparatus f,22230.902920099576
915,284924,Parts and accessories for,22221.33629620154
916,141943,Other headgear (except he,22160.406710812575
917,310199,Sub-contracted operations,22117.922152875413
918,62010,"Natural gas, liquefied or",22105.871626989014
919,265151,"Thermometers, liquid-fill",22000.146404000516
920,331216,Repair and maintenance se,21961.448359629845
921,234912,Other ceramic articles of,21793.617159746886
922,309999,Sub-contracted operations,21703.55940741238
923,141912,"Track-suits, of knitted o",21588.88771163003
924,282932,Personal weighing machine,21535.834682546472
925,272012,Parts of primary cells an,21438.16146303328
926,109199,Sub-contracted operations,21290.75592464402
927,171299,Sub-contracted operations,21176.020996654213
928,242011,"Line pipe, of a kind used",20984.39153065736
929,104142,Flours and meals of oil s,20829.75493521522
930,292050,Fitting out services of c,20771.61997073138
931,104159,Other oils and their frac,20617.973786691324
932,132020,"Woven fabrics of cotton, ",20443.06134301195
933,108911,Soups and broths and prep,20317.80833605552
934,254013,Cartridges and other ammu,20174.207598100016
935,282112,Non-electric furnaces and,20135.20175485972
936,262099,Sub-contracted operations,20128.70110546514
937,289430,"Machinery for preparing, ",19960.394946729743
938,331226,Repair and maintenance of,19960.394946729743
939,267024,Rangefinders,19957.73231887608
940,267021,"Prisms, mirrors and other",19757.890954670325
941,279053,Variable capacitors (incl,19672.511135137524
942,104119,Other animal fats and oil,19512.186877772765
943,103114,Potatoes prepared or pres,19492.71969854669
944,329199,Sub-contracted operations,19434.835287109996
945,325021,Mechano-therapy appliance,19271.98465677519
946,221113,New pneumatic rubber tyre,19146.77432371993
947,331223,Repair and maintenance of,19106.405168729863
948,289316,Dryers for the treatment ,19016.70344664137
949,221910,Reclaimed rubber in prima,18924.944702623427
950,289699,Sub-contracted operations,18920.108654172356
951,231311,"Glass preserving jars, st",18915.993906649735
952,239912,Articles of asphalt or of,18873.034385665418
953,234210,"Ceramic sinks, etc. and o",18797.46361738731
954,325023,Parts and accessories of ,18631.273341369713
955,131050,Yarn of carded wool or fi,18623.83159104031
956,383223,Secondary raw material of,18543.12019016749
957,139420,"Rags, scrap twine, cordag",18424.478661214245
958,281326,Reciprocating displacemen,18399.670344559272
959,139999,Sub-contracted operations,18179.856948102457
960,104199,Sub-contracted operations,18070.48909924228
961,141932,Garments made up of felt ,17989.804964552015
962,201332,Hypochlorites; commercial,17968.17060174784
963,257199,Sub-contracted operations,17899.240961303214
964,201654,"Polyamide -6, -11, -12, -",17871.033397809617
965,257213,Base metal clasps and fra,17857.538055255965
966,131083,Yarn containing < 85 % by,17850.001297740473
967,131040,"Silk yarn, n.p.r.s. (excl",17850.001297740473
968,131061,"Yarn of uncombed cotton, ",17850.001297740473
969,131062,Cotton sewing thread,17850.001297740473
970,205399,Sub-contracted operations,17826.254314659334
971,234399,Sub-contracted operations,17813.920396337806
972,205960,Caseinates and other case,17691.62919701062
973,201343,Disodium carbonate,17691.629197010618
974,331227,Repair and maintenance of,17675.454228562772
975,202013,Anti-sprouting products p,17660.614905086677
976,203023,"Artists’, students’, or s",17589.56121376224
977,101131,"Frozen carcases, half-car",17538.09851344485
978,162412,"Casks, barrels, vats, tub",17452.940235250207
979,332031,Installation of agricultu,17404.39769322046
980,236199,Sub-contracted operations,17223.398957927526
981,259299,Sub-contracted operations,17150.9674621073
982,245120,"Tubes, pipes and hollow p",17150.967462107295
983,329912,Ball-point pens,17071.14263557194
984,329914,Pen or pencil sets contai,17071.14263557194
985,329915,Pencils and crayons with ,17071.14263557194
986,265141,Instruments and apparatus,17043.63805153315
987,282412,Tools for working in the ,17011.605343754414
988,282422,Parts for pneumatic hand ,17011.605343754414
989,101312,"Beef and veal salted, in ",16962.01460285734
990,131071,"Flax yarn, n.p.r.s.",16939.915101032373
991,323011,"Skis, for winter sports",16886.600343127826
992,141931,"Gloves, mittens and mitts",16828.180228098197
993,266013,Ultraviolet or infrared a,16811.0350468576
994,281327,Rotary displacement compr,16709.561168144697
995,108311,"Decaffeinated coffee, not",16693.200270454352
996,192041,Petroleum jelly; paraffin,16663.247761463244
997,204142,Artificial and prepared w,16663.247761463244
998,325042,Sunglasses,16638.534119563054
999,266099,Sub-contracted operations,16529.466881401208
1000,383235,Secondary raw material of,16496.196895804813
1001,205952,Composite diagnostic or l,16396.855581149157
1002,141921,Babies clothing and acces,16306.996433966513
1003,201424,Monophenols,16290.686442308754
1004,231312,Drinking glasses (includi,16281.577070315509
1005,231926,Signalling glassware and ,16254.047119252125
1006,101299,Sub-contracted operations,16213.3675751549
1007,243320,Cold-profiled (ribbed) sh,16197.164377837003
1008,139616,Textile hosepiping and si,16125.764024117529
1009,257299,Sub-contracted operations,16072.47203198891
1010,303016,Parts of turbo-jets or tu,16063.107956800708
1011,107199,Sub-contracted operations,16024.566309294285
1012,289314,"Presses, crushers and sim",16017.001296691786
1013,289399,Sub-contracted operations,15915.395173768762
1014,244110,"Silver, unwrought or in p",15901.356464399178
1015,141424,Women’s or girls’ nightdr,15820.554271506186
1016,329942,"Ferro-cerium, pyrophoric ",15736.913061351399
1017,61010,Crude petroleum and crude,15638.879611632161
1018,103925,"Groundnuts and nuts, shel",15573.883018266417
1019,265199,Sub-contracted operations,15539.149674830809
1020,245199,Sub-contracted operations,15487.503498655851
1021,281399,Sub-contracted operations,15475.119383208867
1022,107312,Couscous,15465.39764970026
1023,89210,Peat,15369.829782068738
1024,289315,"Bakery ovens, including b",15305.766260425837
1025,106214,Crude maize (corn) oil an,15278.218447734616
1026,152032,"Wooden footwear, miscella",15244.823702875632
1027,263050,Electrical burglar or fir,15041.656363568673
1028,162499,Sub-contracted operations,14924.721526394467
1029,253099,Sub-contracted operations,14905.217955904098
1030,283034,Distributors for mineral ,14856.204623521557
1031,244212,Aluminium oxide (excludin,14839.36177176442
1032,51010,"Hard cole (anthracite), h",14758.428793374027
1033,201369,Other inorganic chemical ,14743.33657462584
1034,151143,Leather of swine without ,14721.498286196078
1035,273399,Sub-contracted operations,14719.756746808482
1036,108915,Vegetable saps and extrac,14586.511834082177
1037,261140,Pick-up cartridges for di,14515.927407282341
1038,309113,Side cars for motorcycles,14364.724152287095
1039,383234,Secondary raw material of,14073.060219876565
1040,302091,Reconditioning of railway,14070.805232489553
1041,161021,Coniferous wood continuou,13922.700779850262
1042,172311,"Carbon paper, self-copy p",13866.671451440132
1043,201362,Cyanides; cyanide oxides ,13796.909581309601
1044,329951,Articles for Christmas fe,13773.18499067462
1045,211099,Sub-contracted operations,13759.683026236382
1046,205120,Matches (excluding Bengal,13741.527635055463
1047,171220,Cellulose wadding for hou,13670.980354568912
1048,131082,Yarn (other than sewing t,13562.31676612515
1049,289313,Machinery used in the mil,13554.006182488005
1050,291099,Sub-contracted operations,13517.4553842072
1051,110799,Sub-contracted operations,13440.192328807065
1052,201599,Sub-contracted operations,13404.598355356471
1053,205951,Peptones and their deriva,13370.88202202121
1054,275114,Electric blankets,13311.361123680697
1055,201414,Derivatives of hydrocarbo,13188.414765717214
1056,234113,Statuettes and other orna,13165.811352056804
1057,110610,"Malt, not roasted (exclud",13142.166921932656
1058,205958,Biodiesel and mixtures th,12938.503258508328
1059,204110,"Glycerol (glycerine), cru",12938.503258508328
1060,162122,Veneer sheets and sheets ,12802.995129933974
1061,275129,Electric heating resistor,12696.23876799075
1062,331510,Repair and maintenance se,12615.907192418475
1063,91012,"Derrick erection, repair ",12597.859802082778
1064,275299,Sub-contracted operations,12570.985313248339
1065,274080,Assembly of lighting devi,12529.089087392204
1066,289333,Parts for machinery for t,12443.343785868112
1067,241099,Sub-contracted operations,12425.755895281003
1068,352110,"Coal gas, water gas, prod",12406.554545211442
1069,259399,Sub-contracted operations,12405.378258049526
1070,201710,Synthetic latex rubber,12386.24336592453
1071,141299,Sub-contracted operations,12347.960712808193
1072,191010,Coke and semi-coke of coa,12313.09330046074
1073,191020,"Tar distilled from coal, ",12313.09330046074
1074,141499,Sub-contracted operations,12304.078090942512
1075,283082,Milking machines,12299.702277364102
1076,222320,"Prefabricated buildings, ",12281.572719870004
1077,253012,Auxiliary plant for use w,12272.056989420409
1078,143999,Sub-contracted operations,12222.22652256417
1079,284111,Machine-tools for working,12202.539434793393
1080,292022,Trailers and semi-trailer,11988.114042810235
1081,284199,Sub-contracted operations,11979.62420424915
1082,110299,Sub-contracted operations,11972.296121827158
1083,271199,Sub-contracted operations,11880.68310698468
1084,201399,Sub-contracted operations,11862.647544176922
1085,383224,Secondary raw material of,11727.48693057377
1086,222199,Sub-contracted operations,11704.374028202119
1087,192023,White spirit,11680.504596622937
1088,81111,"Marble and travertine, cr",11672.253756762017
1089,283033,"Seeders, planters and tra",11520.092799716444
1090,141913,"Gloves, mittens and mitts",11435.356728141982
1091,289334,Parts of machinery of HS ,11314.983838805432
1092,284124,Broaching machines for wo,11141.541621289454
1093,279013,Carbon electrodes for fur,11103.974607807108
1094,203099,Sub-contracted operations,10983.255775469404
1095,152021,Sports footwear with rubb,10974.286708882992
1096,162912,Tableware and kitchenware,10923.045058073221
1097,275213,Air heaters or hot air di,10651.011531800414
1098,241041,Uncoated cold-rolled shee,10637.633729401978
1099,241052,Flat-rolled products of a,10637.633729401978
1100,132032,Woven fabrics of syntheti,10562.765548372688
1101,329923,"Press-fasteners, snap-fas",10395.06908331284
1102,141911,Babies’ garments and clot,10281.414444821377
1103,131092,Garnetted stock and other,10220.143525900537
1104,324011,Dolls representing only h,10174.016077300237
1105,267022,Binoculars (including nig,10136.242550576488
1106,254014,Parts and accessories for,10071.161131126322
1107,275126,Electric storage heating ,9988.654753321825
1108,109120,Lucerne (alfalfa) meal an,9972.213093703154
1109,101133,"Frozen carcases, half-car",9854.63368273575
1110,282111,Furnace burners for liqui,9836.017345153343
1111,263099,Sub-contracted operations,9668.532046324359
1112,325012,"Medical, surgical or labo",9667.579011420643
1113,101114,"Meat of goats, fresh or c",9638.964376368853
1114,282931,Continuous and discontinu,9511.355735042822
1115,141332,Women’s or girls’ suits &,9439.799254493977
1116,254099,Sub-contracted operations,9427.766561921097
1117,324012,Toys representing animals,9231.024660214836
1118,279043,Surge suppressors for a v,9228.088521629796
1119,139119,Knitted or crocheted fabr,9179.47695134286
1120,141110,Articles of apparel of le,9094.949108124583
1121,172299,Sub-contracted operations,9085.177798308578
1122,201221,Disperse dyes and prepara,9080.65515916066
1123,309120,Parts and accessories of ,8951.415883084865
1124,89929,Other minerals,8925.252361494388
1125,106199,Sub-contracted operations,8918.769566386893
1126,139699,Sub-contracted operations,8916.025615561557
1127,242023,"Tubes and pipes, welded, ",8834.447765028754
1128,332034,Installation of machinery,8801.516516958978
1129,281599,Sub-contracted operations,8775.223248587821
1130,139617,Narrow woven fabrics othe,8565.057930085613
1131,162999,Sub-contracted operations,8560.312485941142
1132,282939,Other weighing machinery,8549.193249023028
1133,273319,Pipe-line fittings,8537.12209614186
1134,310013,"Other seats, of HS 9401, ",8505.76164623752
1135,257113,"Paper knives, letter open",8463.353337762253
1136,282216,Electrically operated lif,8292.826890860295
1137,332032,Installation services of ,8175.7050055029495
1138,329112,Tooth brushes,8126.31660934761
1139,310091,Upholstering services of ,8112.02237461861
1140,103924,Peel of citrus fruit or m,8066.98263544609
1141,201656,"Amino resins, in primary ",7963.828941028052
1142,101143,Other raw hides and skins,7910.305419416612
1143,237011,Worked monumental/buildin,7891.469841822477
1144,329913,Indian ink drawing pens; ,7861.713112841545
1145,322015,Percussion musical instru,7861.713112841545
1146,139613,"Rubber thread and cord, t",7861.713112841544
1147,141322,Men’s or boys’ suits & en,7848.845836822374
1148,282421,Parts for chainsaws and o,7848.766080053024
